prediction,label,bleu
This is my dad with the Pacific.,This is my quarrel with capitalism.,0.0
"And his character, the most important thing that should be used to be used to improve our lives, our life, human-based, and especially all the technologies to be, ""Prate technologies, the world for the Earth's face","Its gross wastefulness, all this idle cash, should be energized to improve lives, to develop human talents, and indeed to finance all these technologies, green technologies, which are absolutely essential for saving planet Earth.",0.0
"So, democracy is the solution?",Am I right in believing that democracy might be the answer?,0.0
"I think, before we understand what we understand about democracy?","I believe so, but before we move on, what do we mean by democracy?",0.0
"Aristotle discovered democracy as the society, in the society, and the poor government control and the poor people control.","Aristotle defined democracy as the constitution in which the free and the poor, being in the majority, control government.",0.0
The French democracy democracy to many of them.,"Now, of course Athenian democracy excluded too many.",0.0
"Women, women, and of course.","Women, migrants and, of course, the slaves.",0.0
"But it would be a mistake that can imagine the biological democracy of democracy, because of this sort of, to be able to get rid of this kind of a mistake.",But it would be a mistake to dismiss the significance of ancient Athenian democracy on the basis of whom it excluded.,0.15948028086520064
"The key to the West of democracy, and that's what she was working on the poor, and that's not just the right thing on the high school, but more important, and it's important to them that they're","What was more pertinent, and continues to be so about ancient Athenian democracy, was the inclusion of the working poor, who not only acquired the right to free speech, but more importantly, crucially, they acquired the",0.0
The French democracy doesn't have long-term.,"Now, of course, Athenian democracy didn't last long.",0.0
"It's like a candle that's very bright, it's also very quickly.","Like a candle that burns brightly, it burned out quickly.",0.0
"But we have our basic principles today, their roots don't have the roots in the uninters.","And indeed, our liberal democracies today do not have their roots in ancient Athens.",0.0
"It's in the called Ca Ca, in the middle of 168, even in the American Revolution, in the American cases.","They have their roots in the Magna Carta, in the 1688 Glorious Revolution, indeed in the American constitution.",0.0
"As the West democracy democracy were focused on the surface of the poor and the students who were working on the values of the values of the dance, the one sentence of the Mr.","Whereas Athenian democracy was focusing on the masterless citizen and empowering the working poor, our liberal democracies are founded on the Magna Carta tradition, which was, after all, a charter for masters.",0.0
"Because the simplest democracy came to, when a half of politics and economic economic process, and the traditional process of politics, was built as the economy of the world -- the economy of the world's world's world's been built on","And indeed, liberal democracy only surfaced when it was possible to separate fully the political sphere from the economic sphere, so as to confine the democratic process fully in the political sphere, leaving the economic sphere -- the corporate world, if you want",0.0
"In our today, since the moment, since this period of politics, and the economy started to the politics of politics and economy, a more efficient battle between the two, instead of the politics of politics, and they're going to be able","Now, in our democracies today, this separation of the economic from the political sphere, it gave rise to an inexorable, epic struggle between the two, with the economic sphere colonizing the political sphere, eating into its power.",0.08052632996313044
Wales remember why the politicians aren't so much more like?,Have you wondered why politicians are not what they used to be?,0.0
It's not on a train-to-touch of their DNA.,It's not because their DNA has degenerated.,0.0
"It's because you can be in the government, and yet not at power, because power of politics is the power of politics in economy and the economic numbers are.","It is rather because one can be in government today and not in power, because power has migrated from the political to the economic sphere, which is separate.",0.139196566019634
I'd say my dad with the Pacific.,I spoke about my quarrel with capitalism.,0.0
"If you think about it, it's about as a nuclear power of all, the people who are, from which they're moving, that they're on the end of that, that they're in the end of that.","If you think about it, it is a little bit like a population of predators, that are so successful in decimating the prey that they must feed on, that in the end they starve.",0.18256517093880098
"It's with the economy that the politics can be so far that it can be able to be able to be able to be able to be able to be able to get the power, the power of the political, the power of the political","Similarly, the economic sphere has been colonizing and cannibalizing the political sphere to such an extent that it is undermining itself, Corporate power is increasing, political goods are devaluing, inequality is rising, aggregate demand is",0.0
"The successful of the sound of the ""Dosososos,"" the people from democracy, the more the more the more the than the local work, the more likely of human work and the wealth of humanity of human being.","So the more capitalism succeeds in taking the demos out of democracy, the taller the twin peaks and the greater the waste of human resources and humanity's wealth.",0.0
"If that's true, it's obvious that we need to have the politics and the economy to get back and it would be better if the ""Dosos"" as in the front of the sea, as in the wild, the","Clearly, if this is right, we must reunite the political and economic spheres and better do it with a demos being in control, like in ancient Athens except without the slaves or the exclusion of women and migrants.",0.0
That's not a new idea.,"Now, this is not an original idea.",0.0
"The desert told the most powerful term that this idea has been done for 100 years ago, and it didn't be good for it.","The Marxist left had that idea 100 years ago and it didn't go very well, did it?",0.0
"The lesson from the Kibi, the Soviet Union should be that the working are just by a miracle like a miracle of a sudden, like the moral matrix, without new species of the state and to create.","The lesson that we learned from the Soviet debacle is that only by a miracle will the working poor be reempowered, as they were in ancient Athens, without creating new forms of brutality and waste.",0.0
But there's a solution: the people are working on it ⁇ ,But there is a solution: eliminate the working poor.,0.0
"The bad thing is, by using the outside the outside of the inner city, and the robot of the traditional robots.","Capitalism's doing it by replacing low-wage workers with automata, androids, robots.",0.0
"The problem of this is so long and economic policy are, the economic principles are, the principles of the international principles that will be more powerful, the social and social values that are so much more likely to be, as it's very long","The problem is that as long as the economic and the political spheres are separate, automation makes the twin peaks taller, the waste loftier and the social conflicts deeper, including -- soon, I believe -- in places like China.",0.0
"So we need to put the economy and the areas and politics and politics and politics, and over and over and over and over and over and over and over and over and over again, we're going to put the power of the world,","So we need to reconfigure, we need to reunite the economic and the political spheres, but we'd better do it by democratizing the reunified sphere, lest we end up with a surveillance-mad hyperautocracy",0.06881570893204274
"So the question is not, whether the richness, the very popular, the very first one he's got, it's going to survive.",So the question is not whether capitalism will survive the technological innovations it is spawning.,0.15663915411954296
"The interesting question is whether the sound of the sound, the nest maintenance, the similar to ""Mapar,"" or something that society in ""Con"", which is in the machines of the machines of the machines, and in the machines","The more interesting question is whether capitalism will be succeeded by something resembling a Matrix dystopia or something much closer to a Star Trek-like society, where machines serve the humans and the humans expend their energies exploring the universe and indul",0.07276375309803214
I think we can be optimistic.,I think we can afford to be optimistic.,0.44683107184405757
"So what could it look like this, ""Sit-touch,"" instead of the ""Co-touch Dink Dink Dinko to have a look at the time?","But what would it take, what would it look like to have this Star Trek-like utopia, instead of the Matrix-like dystopia?",0.0
"In the importance of all, I want to tell you in all the examples of you, some examples of them.","In practical terms, allow me to share just briefly, a couple of examples.",0.0
"In the area of the companies, imagine a market market, where you're working on money, and you're working on your capital of a work, a company of company, and the next one, in which you're working on","At the level of the enterprise, imagine a capital market, where you earn capital as you work, and where your capital follows you from one job to another, from one company to another, and the company -- whichever one you happen to work",0.0
"Then, all the income income and from the concept of the concept of the money is completely completely different.","Then all income stems from capital, from profits, and the very concept of wage labor becomes obsolete.",0.0
"No fuel-scale the business that the companies are, but not working on it, and the company that work there, but no longer don't hear. No, no big deal between investment and investment and investment, no big difference between investment","No more separation between those who own but do not work in the company and those who work but do not own the company; no more tug-of-war between capital and labor; no great gap between investment and saving; indeed, no",0.0
"In the global political political political world, imagine that our national Wabs had a free-touch, in a very low-term, global, global, global digital digital, the I'm from the  ⁇ S.","At the level of the global political economy, imagine for a moment that our national currencies have a free-floating exchange rate, with a universal, global, digital currency, one that is issued by the International Monetary Fund, on",0.0
"Imagine that the entire world is going to be able to call the entire world -- we call them ""the,"" in the world of ""Kos"" -- and every government the government, or the Kathos of the Gosa, or","And imagine further that all international trade is denominated in this currency -- let's call it ""the cosmos,"" in units of cosmos -- with every government agreeing to be paying into a common fund a sum of cosmos units proportional to the",0.0
"Imagine that this Fates, in ""The Life"" technologies of technologies, especially in parts of the world, in which investment are.","And imagine that that fund is utilized to invest in green technologies, especially in parts of the world where investment funding is scarce.",0.289492306582916
This is not a new idea.,This is not a new idea.,1.0
"It's basically what John Pastard of John Habi in the middle of 19494 ⁇ , in the middle of 194449.","It's what, effectively, John Maynard Keynes proposed in 1944 at the Bretton Woods Conference.",0.0
"The problem was that you didn't have the creative, they didn't have the creative ones.","The problem is that back then, they didn't have the technology to implement it.",0.26220676436185975
"Today we have them, especially in front of the background of a nuclear power and economy.","Now we do, especially in the context of a reunified political-economic sphere.",0.0
"The world that I'm going to tell you is at the same time, in the same time they were able to have the drugs of the work, and the most vulnerable, and the story of the story, and the story of the story","The world that I am describing to you is simultaneously libertarian, in that it prioritizes empowered individuals, Marxist, since it will have confined to the dustbin of history the division between capital and labor, and Keynesian",0.0
"But, also, other than the world we can imagine a real democracy.","But above all else, it is a world in which we will be able to imagine an authentic democracy.",0.0
Let's put in such a world of such a world.,Will such a world dawn?,0.0
"or will we be in a ""Co-touch Dinko Dumo Dumo D?",Or shall we descend into a Matrix-like dystopia?,0.0
The answer depends on how we're moving together.,The answer lies in the political choice that we shall be making collectively.,0.0
"It's in our hands, and we do better.","It is our choice, and we'd better make it democratically.",0.0
Thank you.,Thank you.,0.0
"And he's a little bit of the young boy, ""Sis.""",Bruno Giussani: Yanis ...,0.0
You're looking at your head into your head as a  ⁇ eroon.,It was you who described yourself in your bios as a libertarian Marxist.,0.0
How many times is Mara's center today?,What is the relevance of Marx's analysis today?,0.0
"""Sis Vo Vo Miso Mis: If you're looking at what I've just said, ""This is Marie.","Yanis Varoufakis: Well, if there was any relevance in what I just said, then Marx is relevant.",0.0
"The reason for the creation of politics and economic, we don't, that will be a more powerful development of the question of the compassion, which, ""The Figotus"" as ""The Figotus"" as ""The","Because the whole point of reunifying the political and economic is -- if we don't do it, then technological innovation is going to create such a massive fall in aggregate demand, what Larry Summers refers to as secular stagnation.",0.0
"By the way, the case of a part of the Earth's Earth, as we're going to see it, it's not just our very much more powerful, but also the countries of democracy, the countries of democracy.","With this crisis migrating from one part of the world, as it is now, it will destabilize not only our democracies, but even the emerging world that is not that keen on liberal democracy.",0.0
"If this analysis is, it's Marie, it's Marie.","So if this analysis holds water, then Marx is absolutely relevant.",0.0
"And as Habel, I'm a crazy-fabamist, and how Runi, and how I'm also completely different.","But so is Hayek, that's why I'm a libertarian Marxist, and so is Keynes, so that's why I'm totally confused.",0.0
"B: In fact, and now we're also.","BG: Indeed, and possibly we are too, now.",0.0
"""A: If you don't think we're thinking about it.","YV: If you are not confused, you are not thinking, OK?",0.0
"BG: This is a very strong, a kind of a full-foo -- ""A: It was Einstein, who said, ""GGon"" -- and China you've got the dinner, and the dinner you've","BG: That's a very, very Greek philosopher kind of thing to say -- YV: That was Einstein, actually -- BG: During your talk you mentioned Singapore and China, and last night at the speaker dinner, you expressed a pretty",0.0
Do you put it here?,Would you like to share that?,0.0
 ⁇ B: There's a big deal of Habrious.,"YV: Well, there's a great degree of hypocrisy.",0.0
"In our tuities, we've got the military democracy of democracy.","In our liberal democracies, we have a semblance of democracy.",0.0
"As I said, in my talk, we've got the democracy, while the area, where the area is, the majority of the economy -- the economic economy -- a completely different set of the economy.","It's because we have confined, as I was saying in my talk, democracy to the political sphere, while leaving the one sphere where all the action is -- the economic sphere -- a completely democracy-free zone.",0.13230152143737722
"In a sense, when I say that pervory, China, China, the England of the 19th century.","In a sense, if I am allowed to be provocative, China today is closer to Britain in the 19th century.",0.2326563710334044
Because -- remember -- we tend to connect theism of democracy -- that's a mistake.,"Because remember, we tend to associate liberalism with democracy -- that's a mistake, historically.",0.311490221880802
"FI, like John Lami, like John Fas.","Liberalism, liberal, it's like John Stuart Mill.",0.0
He was particularly excited what the most powerful development of development.,John Stuart Mill was particularly skeptical about the democratic process.,0.0
"What you can see in China, in China, is very, very, the development that we had in England, especially the middle of the first time, especially the second one of the first one.","So what you are seeing now in China is a very similar process to the one that we had in Britain during the Industrial Revolution, especially the transition from the first to the second.",0.12162779391619735
"China is now using what the West has done in the 19th century, even after Habrir.","And to be castigating China for doing that which the West did in the 19th century, smacks of hypocrisy.",0.2084372623045822
B: I'm sure that many of the reasons that many of the experience are particularly high-term in the beginning of the year.,BG: I am sure that many people here are wondering about your experience as the Finance Minister of Greece earlier this year.,0.0
"""A: I'm sorry that comes.",YV: I knew this was coming.,0.0
B: Yeah ...,BG: Yes.,0.0
How do you look at six months later?,"BG: Six months after, how do you look back at the first half of the year?",0.0
" ⁇ B: Very exciting, from talking about the talk, and very common sense, because we had the opportunity to make the opportunity to make a new competition.","YV: Extremely exciting, from a personal point of view, and very disappointing, because we had an opportunity to reboot the Eurozone.",0.15606652450871636
"Not just land, but the French, it's the French.","Not just Greece, the Eurozone.",0.0
"And we're talking about the self-touch, and the tail, and the tail, that a paper-based, the golden-based, the ability to the next to the whole of the whole bunch of the whole bunch of the","To move away from the complacency and the constant denial that there was a massive -- and there is a massive architectural fault line going through the Eurozone, which is threatening, massively, the whole of the European Union process.",0.08292442007829652
"We had the opportunity to the opportunity to the Indian proposal -- the way the first proposal was, the first proposal was that this fangi-touch.",We had an opportunity on the basis of the Greek program -- was the first program to manifest that denial -- to put it right.,0.0
"It's really too hard. Unfortunately, the Matters have the Matter within the front of the White House, within the military, the military, the French line.","And, unfortunately, the powers in the Eurozone, in the Eurogroup, chose to maintain denial.",0.0
But you know what comes.,But you know what happens.,0.537284965911771
This is the experience of the Soviet Union.,This is the experience of the Soviet Union.,1.0
"If you try to get a system, not survive, by political and then, by political life, you might be able to get a while, but then you can actually take a while, but then you can actually take the change, you'","When you try to keep alive an economic system that architecturally cannot survive, through political will and through authoritarianism, you may succeed in prolonging it, but when change happens it happens very abruptly and catastrophically.",0.0
BG: What do you see?,BG: What kind of change are you foreseeing?,0.0
" ⁇ B: It's not a perfect thing that the risk of the future doesn't change the future, if we don't change their future.","YV: Well, there's no doubt that if we don't change the architecture of the Eurozone, the Eurozone has no future.",0.14440028187544326
BG: Have you're doing any mistakes in your time as a financial financial crisis?,BG: Did you make any mistakes when you were Finance Minister?,0.0
 ⁇ B: Every day.,YV: Every day.,0.5081327481546147
"B: For example?  ⁇ : Everybody, who's back -- you know, who's coming back -- OK?","BG: For example? YV: Anybody who looks back -- No, but seriously.",0.14528679532351443
"If there's a financial crisis, or any of the last few months, in a while, especially in a while, especially in a way, it's a fundamental situation, then it's a single person.","If there's any Minister of Finance, or of anything else for that matter, who tells you after six months in a job, especially in such a stressful situation, that they have made no mistake, they're dangerous people.",0.0
"Of course, I did mistakes.",Of course I made mistakes.,0.0
"The largest mistake was to be the anting of the Internet program of the program, at the end of the network of the program, the end of the program, the early end of the program.",The greatest mistake was to sign the application for the extension of a loan agreement in the end of February.,0.0
"I believed that there was a complicated interest in the pages of money, a common solution to find a common solution.",I was imagining that there was a genuine interest on the side of the creditors to find common ground.,0.14578668354719532
But there was no one.,And there wasn't.,0.0
"They just wanted to get our government, just because they didn't want to take the gast of the robots that wanted to be able to get through the door.","They were simply interested in crushing our government, just because they did not want to have to deal with the architectural fault lines that were running through the Eurozone.",0.2021077149068507
They didn't want to be able to imagine that they've been in five years of a program in thelandland.,And because they didn't want to admit that for five years they were implementing a catastrophic program in Greece.,0.0
We lost a third of our non-zero-zero-sum ocean.,We lost one-third of our nominal GDP.,0.0
"There's worse than the ""The Eye.""",This is worse than the Great Depression.,0.0
"No one of the money of money that has given us these politics on the walls, a ""That was a complete mistake.""","And no one has come clean from the troika of lenders that have been imposing this policy to say, ""This was a colossal mistake.""",0.0
"BG: All of all of the things, and despite the front of the cases of the day, and you're still going to be a pretty high-term-term.","BG: Despite all this, and despite the aggressiveness of the discussion, you seem to be remaining quite pro-European.",0.12409974455616356
 ⁇ B: Pakistan.,YV: Absolutely.,0.0
My parents's suffering and the golden rule comes from somebody who lives and love.,"Look, my criticism of the European Union and the Eurozone comes from a person who lives and breathes Europe.",0.0
My biggest fear is that the golden rule is not famous.,My greatest fear is that the Eurozone will not survive.,0.24384183193426084
"Because if they're not famous, the free-based, the power of the local laws of the surface of the laws of the surface, and the European Union.","Because if it doesn't, the centrifugal forces that will be unleashed and they will destroy the European Union.",0.1081559372960785
"It's not going to be able to have the basis of Europe, but for the entire end of the world.",And that will be catastrophic not just for Europe but for the whole global economy.,0.0
We're probably the most the most effective economy of the world.,We are probably the largest economy in the world.,0.0
"If we were to be able to be able to be a ballal, it will be more effective for the future of the future as well as well as well as the non-zero-s.","And if we allow ourselves to fall into a route of the postmodern 1930's, which seems to me to be what we are doing, then that will be detrimental to the future of Europeans and non-Europeans alike",0.0
B: We hope that you're wrong with this point.,BG: We definitely hope you are wrong on that point.,0.0
"""Sis, thank you for TED.","Yanis, thank you for coming to TED.",0.3628241434631103
 ⁇ B: Thank you.,YV: Thank you.,0.5081327481546147
"From the reasons, most of the sudden, most of the sudden he's probably heard of the most famous minutes of your life at the 19th century.","Roy Price is a man that most of you have probably never heard about, even though he may have been responsible for 22 somewhat mediocre minutes of your life on April 19, 2013.",0.08756240474192563
"Probably also for low minutes, but not very much for many of you.","He may have also been responsible for 22 very entertaining minutes, but not very many of you.",0.33189267001526407
That's the decision that the means three years ago.,And all of that goes back to a decision that Roy had to make about three years ago.,0.12700991972037368
"Ruart is the most powerful, very low-term.","So you see, Roy Price is a senior executive with Amazon Studios.",0.0
The TV-to-to-the-to-the-half-half-to-half-to-half-to-to-being.,That's the TV production company of Amazon.,0.0
"He's been a year old, he's got a I'm a  ⁇ erois and moving on Twitter as ""The Bamos, EGoso, E.","He's 4 ⁇  years old, slim, spiky hair, describes himself on Twitter as ""movies, TV, technology, tacos.""",0.12514328743841557
"He's got a very important job because he's responsible for this show and the content of the content, the doctors will produce.","And Roy Price has a very responsible job, because it's his responsibility to pick the shows, the original content that Amazon is going to make.",0.0
"Of course, this is a very hard, very hard-term, very hard-term.",And of course that's a highly competitive space.,0.0
"There are so many TV-to-S-S-S-S-S-S-, that it can't be a lot of the other way.","I mean, there are so many TV shows already out there, that Roy can't just choose any show.",0.0
"He has to find the show that are very, very good.","He has to find shows that are really, really great.",0.24712442545253582
"In other words, he has to find the show that's really right on this curve.","So in other words, he has to find shows that are on the very right end of this curve here.",0.3148379864199563
This curve is the local information of about 25-year-old TV-old on the website. The Dalai Lama goes from a 10 to 10 and show the amount of how many of these kinds of things like this.,"So this curve here is the rating distribution of about 2,500 TV shows on the website IMDB, and the rating goes from one to 10, and the height here shows you how many shows get that rating.",0.0
"Your show with nine and nine-dimensional, this is a winner.","So if your show gets a rating of nine points or higher, that's a winner.",0.0
Then you have a successful show.,Then you have a top two percent show.,0.3674145494215667
"These are the show of ""Badah,"" ""The of Tob,"" ""The We're doing -- all the show, the National Geographic, where you have a common teacher, you're having a common sense of the brain,","That's shows like ""Breaking Bad,"" ""Game of Thrones,"" ""The Wire,"" so all of these shows that are addictive, whereafter you've watched a season, your brain is basically like,",0.09541186197466851
This kind of show.,That kind of show.,0.668740304976422
"On the left side, here, on the end of the end, are like ""Sexon,"" and I'm going to tell you that one of the curve.","On the left side, just for clarity, here on that end, you have a show called ""Toddlers and Tiaras"" -- -- which should tell you enough about what's going on on that end of the curve.",0.19500565736321882
"Ruart itself doesn't mean to the left side of the curve, because I think you need special intelligence to try and say, ""Co-tock"" to the ""Co.""","Now, Roy Price is not worried about getting on the left end of the curve, because I think you would have to have some serious brainpower to undercut ""Toddlers and Tiaras.""",0.23874546901504878
"He makes more thought about the middle of the night, the average television television television -- the show that are not bad, they're just not.","So what he's worried about is this middle bulge here, the bulge of average TV, you know, those shows that aren't really good or really bad, they don't really get you excited.",0.0
So he's got to really be able to get on the right side.,So he needs to make sure that he's really on the right end of this.,0.0
"The pressure is, and of course, it's also the first time that the first time that the South Africa wants to do something, so that it wants to be something like that.","So the pressure is on, and of course it's also the first time that Amazon is even doing something like this, so Roy Price does not want to take any chances.",0.2440610815175776
He wants to create a lot.,He wants to engineer success.,0.0
"He takes a competition to make success, so he's going to take a competition.","He needs a guaranteed success, and so what he does is, he holds a competition.",0.0
He takes a lot of ideas for TV and down through a eight-foot-to-to-to-to-to-to-to-to-to-to-to-s-to-to-s-s-to,"So he takes a bunch of ideas for TV shows, and from those ideas, through an evaluation, they select eight candidates for TV shows, and then he just makes the first episode of each one of these shows and puts them online for free",0.016736371147866455
"And if your husband come out, you know, you're right?","And so when Amazon is giving out free stuff, you're going to take it, right?",0.0
"millions of laws, these kinds of laws of laws.",So millions of viewers are watching those episodes.,0.0
But they don't know they're going to be used to be seen this show.,"What they don't realize is that, while they're watching their shows, actually, they are being watched.",0.0
"They're going to be inspired by the team, and they're going to look at all the same time.","They are being watched by Roy Price and his team, who record everything.",0.0
"They, when you put the show, when you're looking at the front of you're going to go out, and you're looking at the front of you.","They record when somebody presses play, when somebody presses pause, what parts they skip, what parts they watch again.",0.0
"They're using millions of data to make these data, which they should produce.","So they collect millions of data points, because they want to have those data points to then decide which show they should make.",0.0
"In fact, they're using the data, and this and it turns out the answer, and this is, ""AAdan, a SafSFAS.","And sure enough, so they collect all the data, they do all the data crunching, and an answer emerges, and the answer is, ""Amazon should do a sitcom about four Republican US Senators.""",0.0
They made these show this show.,They did that show.,0.0
Kang anyone who name the name of this show?,So does anyone know the name of the show?,0.0
"Yeah, ""The Bamay,"" but it seems that it can't remember that many of these show, because they couldn't remember that.","Yes, ""Alpha House,"" but it seems like not too many of you here remember that show, actually, because it didn't turn out that great.",0.1855578757499165
"It's just a average average -- in the sense of the word -- there's about the average average,  ⁇ 4 and the average age of seven -- so something about the average average, but not that much more than the average,","It's actually just an average show, actually -- literally, in fact, because the average of this curve here is at  ⁇ .4, and ""Alpha House"" lands at  ⁇ .5, so a slightly above average show,",0.0
"About a different company at a other company, another company has a top-to-to-to-to-to-boson, and it's a very popular name of the ERos. It's always a lot","Meanwhile, however, at about the same time, at another company, another executive did manage to land a top show using data analysis, and his name is Ted, Ted Sarandos, who is the Chief Content Officer of Netflix",0.0
"Instead of having a competition to get the team, and his team, the information about the data that they're doing the show that they give the show, so they give the show that they like to be the show.","So instead of holding a competition, what he did -- and his team of course -- was they looked at all the data they already had about Netflix viewers, you know, the ratings they give their shows, the viewing histories, what shows people",0.0
"Then they use these data to figure out the details about the audience: what the show they like, which is, the show.","And then they use that data to discover all of these little bits and pieces about the audience: what kinds of shows they like, what kind of producers, what kind of actors.",0.1548168976571928
"When they were all the parts, they went to a look and decided to make a Self-tuning, but a Dr.","And once they had all of these pieces together, they took a leap of faith, and they decided to license not a sitcom about four Senators but a drama series about a single Senator.",0.0
Do you see this show?,You guys know the show?,0.0
"Yeah, ""Ho's Fay of C."" And so, ""Ho, who has a full-up, at least two-term leaders.","Yes, ""House of Cards,"" and Netflix of course, nailed it with that show, at least for the first two seasons.",0.0
"""Ho of C"" comes one 91,  ⁇ 11, so that's where they wanted to go.","""House of Cards"" gets a 9.1 rating on this curve, so it's exactly where they wanted it to be.",0.0
"Of course, the question is, what's happening here?","Now, the question of course is, what happened here?",0.0
"You have two very close, data, data, data.","So you have two very competitive, data-savvy companies.",0.0
"They connect these many data and it works for a lot of them, but not for the other company.","They connect all of these millions of data points, and then it works beautifully for one of them, and it doesn't work for the other one.",0.0
What's the one?,So why?,0.0
Because the logic somehow that it should work on everything.,Because logic kind of tells you that this should be working all the time.,0.0
"If you can get millions of data, for decision that you should be able to make a good decision.","I mean, if you're collecting millions of data points on a decision you're going to make, then you should be able to make a pretty good decision.",0.2693811899141328
You've got 200 years of a sudden.,You have 200 years of statistics to rely on.,0.0
You get it through very powerful computer computer computers.,You're amplifying it with very powerful computers.,0.0
"The most most exciting, what you expect is, good television, right?","The least you could expect is good TV, right?",0.0
"If data doesn't work, then this is something, because we live in a time we live in a while we are more and more statistics to make more statistics, far beyond the TV.","And if data analysis does not work that way, then it actually gets a little scary, because we live in a time where we're turning to data more and more to make very serious decisions that go far beyond TV.",0.2113313935588416
Kang anyone who are doing the company here?,Does anyone here know the company Multi-Health Systems?,0.0
"No. OK, that's even good.","No one. OK, that's good actually.",0.35091197742655805
"And I hope that there's a software company, and I hope nobody ever had ever come in this room with this software. Come on this room, you're in the prison.","OK, so Multi-Health Systems is a software company, and I hope that nobody here in this room ever comes into contact with that software, because if you do, it means you're in prison.",0.2424798067917881
"If somebody here in the United States, and in the prison, and in the United States, and it's probably that the data that the data of this company is going to be able to use whether it's a local force or not","If someone here in the US is in prison, and they apply for parole, then it's very likely that data analysis software from that company will be used in determining whether to grant that parole.",0.0
"And as in B and Chimia, but instead of trying to decide whether a show is good, whether it will be good, whether it will be good or bad.","So it's the same principle as Amazon and Netflix, but now instead of deciding whether a TV show is going to be good or bad, you're deciding whether a person is going to be good or bad.",0.14729776265056121
"The way, TV, TV, the real good can be bad, but more years in prison.","And mediocre TV, 22 minutes, that can be pretty bad, but more years in prison, I guess, even worse.",0.2901430207838037
"Unfortunately, there are evidence that these data, despite the many data, despite many data.","And unfortunately, there is actually some evidence that this data analysis, despite having lots of data, does not always produce optimum results.",0.0
"It's not always the best results. It's not because a company like a company, as a company, as a company, as a company doesn't know how to do it.",And that's not because a company like Multi-Health Systems doesn't know what to do with data.,0.13410639648320277
The data of the most important companies are wrong.,Even the most data-savvy companies get it wrong.,0.0
"Yeah, even Google does, sometimes make mistakes.","Yes, even Google gets it wrong sometimes.",0.0
"In 2009, Google, they've known that they're using data from flu, the kind of flu, the kind of a similar way, the Google-to-to-to-s-to-to-s-to-s","In 2009, Google announced that they were able, with data analysis, to predict outbreaks of influenza, the nasty kind of flu, by doing data analysis on their Google searches.",0.1583570537295113
"It was wonderful and was a large news, the success of a magazine in a magazine called ""N.","And it worked beautifully, and it made a big splash in the news, including the pinnacle of scientific success: a publication in the journal ""Nature.""",0.0
"It was a kind of a kind of a model for year, until it doesn't work.","It worked beautifully for year after year after year, until one year it failed.",0.0
And nobody could say why.,And nobody could even tell exactly why.,0.0
"It didn't just, this was a clear, the current state of the magazine in the magazine of the magazine.","It just didn't work that year, and of course that again made big news, of a publication from the journal ""Nature.""",0.0
"Even the data, as the result companies as the Google and Google would sometimes do something.","So even the most data-savvy companies, Amazon and Google, they sometimes get it wrong.",0.0
"In fact, all of these mistakes are going to be able to see the mistakes of life in the process of life, in the medical school.","And despite all those failures, data is moving rapidly into real-life decision-making -- into the workplace, law enforcement, medicine.",0.0
So we should be more powerful that data are the data.,So we should better make sure that data is helping.,0.0
"I'm also talking to the data with data, I work in the process of the process of the form of a while, a field of people are making a lot of data that are using the decision for a bad idea of how the decision","Now, personally I've seen a lot of this struggle with data myself, because I work in computational genetics, which is also a field where lots of very smart people are using unimaginable amounts of data to make pretty serious decisions like deciding on a",0.0
"or development of a joke, which I've spent some patterns about the difference between the cultural decisions and not to be able to be able to be able to be able to get the pattern.","And over the years, I've noticed a sort of pattern or kind of rule, if you will, about the difference between successful decision-making with data and unsuccessful decision-making, and I find this a pattern worth sharing",0.07570198396479898
"Can you ever solve a problem, you're actually two things.","So whenever you're solving a complex problem, you're doing essentially two things.",0.0
"The first thing you're looking at this problem with your problems, so you can get the power to the power; as two, you can get the power to get a little bit more creative.","The first one is, you take that problem apart into its bits and pieces so that you can deeply analyze those bits and pieces, You put all of these bits and pieces back together again to come to your conclusion.",0.0
"Sometimes you need to do this, but it's always two things, and they're still going back together.","And sometimes you have to do it over again, but it's always those two things: taking apart and putting back together again.",0.14904975734713108
And the most important thing: data and data are just good for the first part.,And now the crucial thing is that data and data analysis is only good for the first part.,0.3426116434593994
"And data and data, no matter how does it make, just to help you, to understand a problem and understand his parts.","Data and data analysis, no matter how powerful, can only help you taking a problem apart and understanding its pieces.",0.14440028187544326
"They're not to come together, and then they're going to come together and get into a giller.",It's not suited to put those pieces back together again and then to come to a conclusion.,0.0
And so there's another tool and we all have it: our brain.,"There's another tool that can do that, and we all have it, and that tool is the brain.",0.20669391046518285
"If there's something that's good at the brain, it's parts and pieces and pieces again, even if the information are the information, to make a good thing -- especially if it's one of the brain.","If there's one thing a brain is good at, it's taking bits and pieces back together again, even when you have incomplete information, and coming to a good conclusion, especially if it's the brain of an expert.",0.0
"So, I think, was so successful, because they have data, and they have data, where they're also in the process.","And that's why I believe that Netflix was so successful, because they used data and brains where they belong in the process.",0.29931950156101245
"They use data to understand their audience, they don't have to understand them, but the decision you're going to take all these parts, and take a show of how ""Ho of the Cho of the Cay, it","They use data to first understand lots of pieces about their audience that they otherwise wouldn't have been able to understand at that depth, but then the decision to take all these bits and pieces and put them back together again and make a show like",0.1486559573259651
Bacterosososos and his team had this decision for what was that they were a big risk risk of risk with this decision.,"Ted Sarandos and his team made that decision to license that show, which also meant, by the way, that they were taking a pretty big personal risk with that decision.",0.0
